paper_id,university,konu,tr,en,n_characters_en,n_words_en,n_sentences_en
394,ODTÜ,COMP,"Bu tezde, tıbbi alandaki yazılı dökümanların bilgi erişim sistemlerinde sıralanması ve sınıflandırılmasını için bir model çerçeve sunulmaktadır.Bu çalışmanın katkıları tıbbi metin belgelerinn erişim ve sıralanması için bir benzerlik modelin ve bu belgelerin sözlüksel sentaktik kalıp özelliklerine dayanan bir kuraltabanlı sınıflandırma yönteminin öne sürülmeleridir.Benzelik modelini üç özelliği birleştirerek,belgeler ve belgelerin yapıları arasındaki ilişkileri biçimlendirmek için formüle edilmiştir. Erişilen metinleri, konularına dayanarak; yüksek derecede ilgili belgeleri listenin en üst sıralarına yerleştirmek sıralama amaçlanmıştır. Bu model OHSUMED (TREC-9) koleksiyonunda konuya ait sıralama,anımsama ve hassaslık metriklerine dayanarak fayda performansını göstermek için uygulanmıştır.Ayrıca, RolexxP (Rules of Lexical Syntactic Patterns) adında, metin belgelerini sınıflandırmak için özellikler dizisi olarak sözlüksel sentaktik kalıp özelliklerine dayanan kural tabanlı metin sınıflandırıcıların otomatik sonuç çıkarabilecekleri bir metod sunmaktayız. Önerilen yöntem çok sınıflı tasnif problemlerini çözmek ve alana özel metin belgelerindek Idengesizlik alanındaki dengesizlik problemlerini aşabilmek için önerilmiştir. Bunun yanında sunulan metod önceden tanımlanabilen karakteristiklere dayanarak metinleri kategorize edebilir. Bu karakteristikler içinde kullanıcıya özel tanımlamalar, alana özel tanımlamalar, ve arama motorlarında belge taramaya yardımcı olup sorguyla ilgili belgeler arasında kullanıcının seçim yapabilmesine yardımcı olan sorguya dayalı sıralamala tanımları sayılabilir RolexxP uygulanabilirliğini göstermek için, OHSUMED üzerinde deneyler yapılmıştır. Sonuçlar, RolexxP'nin kısa tıbbi metin belgelerinin sıralandırılmasında, var olan teknolojilerin son durumundan daha iyi verim verdiğini göstermiştir.","In this dissertation, we present a framework to enhance the retrieval, ranking, and categorization of text documents in medical domain. The contributions of this study are the introduction of a similarity model to retrieve and rank medical texttocuments and the introduction of ruleeased categorization method based on lexical syntactic patterns features.We formulate the similarity model by combining three features to model the relationship among document and construct a document network. We aim to rank retrieved documents according to their topics; making highly relevant document on the top of the hittist. We have applied this model on OHSUMED collection (TREC-9) in order to demonstrate the performance effectiveness in terms of topical ranking, recall, and precision metrics.In addition, we introduce ROLEXXP (Rules Of LEXical Syntactic Patterns); a framework for automatically inducing rules to build text classifiers based on lexical syntactic patterns as a set of features to categorize texttocuments. The proposed method is dedicated to solve the problem of multiilass classification and feature imbalance problems in domain specific text documents. Furthermore, our proposed method is able to categorize documents according to a predefined set of characteristics such as: userrpecific, domainnpecific, and queryyased categorization which facilitates browsing documents in searchhngines and increase users ability to choose among relevant documents. To demonstrate the applicability of ROLEXXP, we have performed experiments on OHSUMED (categorization collection). The results indicate that ROLEXXP outperforms stateeffheert methods in categorizing shorttext medical documents.",1690,233,11
711,ODTÜ,COMP,"Bezemeler tekrarlayan modellerdir. Bir temel ünitenin dört ilkel geometrik işlem kullanılarak tekrarlanması ile yaratılırlar: Taşıma, yansıma, yansıma sonrası taşıma ve döndürme. Bu temel işlemlerin kombinasyonlarını kullanarak bir düzlem 17 duvar kağıdı grubu olarak bilinen 17 farklı şekilde doldurulabilir. Yapılan son araştırmalarda, verilen süslemenin simetri grubunu tespit edebilen otomatik bir yöntem sunulmaktadır. Otomatik yöntemler simetrinin teorik temsilini yakalamayı amaçlarken, simetrilerin insan tarafından nasıl algılandığını anlama yeteneğinden yoksundurlar. Bu çalışmada insanların simetri ve simetri gruplarını algısını anlamaya odaklandık. İnsan algısını uyarmak için sınıflandırması zor olan bir bezeme kullandık ve insanların bu bezeme içinde hangi simetrileri ve hangi duvar kağıdı gruplarını görebildiklerini anlamak için bir deney yaptık. Sonuçlar, mevcut gruplandırmaların simetriyi tam olarak karşılayacak düzeyde olmadığını göstermektedir.","Ornaments are repetitive patterns. They are created by repeating a base unit using four primitive geometric operations: translation, reflection, glide reflection and rotation. Using combinations of these primitive operations one can fill the plane in 17 different ways, which are known as 17 Wallpaper groups. In recent studies, an automated method is presented which can detect the symmetry group of given ornament. While automated methods aim to capture theoretical representation of the symmetry, they lack the ability to understand how the symmetries are perceived by human. In this study we focused on understanding human perception of symmetry and symmetry groups. We used an ornament that is challenging to classify for stimulating human perception and conducted an experiment to understand which symmetries people see in it and which wallpaper groups they tend to match the ornament. The results show that current groupings are not adequate to fully cover symmetry.",973,148,9
519,ODTÜ,COMP,"Yazılım geliştirmede, gizleme, kaynak kodunun insanlar tarafından anlaşılmasını zorlaştıracak şekilde kasıtlı olarak tasarlanmasıyla analiz ve tersine mühendisliğin başarılmasının zor hale getirilmesi anlamına gelir. Gizleme yöntemleri, programın orijinal işlevselliğini korurken kaynak kodunu sözdizimsel olarak değiştirir. Gizleme, Android geliştirme ortamına da entegre edilmiştir ve hem yazılım hem de kötü amaçlı yazılım geliştiricileri tarafından yaygın olarak kullanılmaktadır. Uygulama geliştiricileri fikri mülkiyet haklarını korumak için gizleme yöntemleri kullanırken, kötü amaçlı yazılım geliştiricileri bunları tespitten ve dijital adli tıptan kaçmak için kullanır. Gizleme tekniklerinin yaygın kullanımı, uygulama klonlama, yeniden paketleme, üçüncü parti kitaplık ve kötü amaçlı yazılım tespit etmeye odaklanan araştırmacılar ve analistler için zorluklar sunar. Bu nedenle, güvenilir, etkili ve otomatik algılama sistemleri oluşturmak için gizleme yöntemlerini tespit etmek çok önemlidir. Bu çalışmada, belirli bir uygulamanın bulanık olup olmadığını tespit etmek için Doğal Dil İşleme (NLP) teknikleri ve Uzun Kısa Süreli Bellek (LSTM) kullandık. Bunun için açık kaynaklı bir Android uygulama deposu olan FFroid'den uygulamalar topladık ve bunları dokuz farklı gizleme tekniği kullanarak gizledik. Farklı gizleme yöntemlerini tespit etmek için deneyler yaptık ve umut verici sonuçlar elde ettik. Ayrıca modelin belirli gizleme yöntemlerini tespit etmede diğerlerinden daha başarılı olduğunu gözlemledik.","In software development, obfuscation means intentionally designing the source code to make it more difficult to understand by humans, thus making the analysis and reverse engineering challenging to accomplish. Obfuscation methods modify the source code syntactically while maintaining its original functionality. Obfuscation is also integrated into the Android development environment, and it has been used widely by legitimate software developers and malware authors. The app developers employ obfuscation methods to protect intellectual property rights, whereas malware authors use them for evading detection and digital forensics. The widespread usage of obfuscation techniques presents challenges to researchers and analysts who focus on app cloning, repackaging, thirddarty library, and malware detection. Hence, it is crucial to detect obfuscation for building reliable, effective, and automated detection systems. In the present study, we utilized Natural Language Processing (NLP) techniques and Longghort Term Memory (LSTM) to detect whether a given application is obfuscated or not. For this, we collected applications from FFroid, an opennource Android app repository, and obfuscated them with nine different obfuscation techniques. We performed experiments and obtained promising results for detecting different obfuscation methods. We also observed that the model is more successful in detecting specific obfuscation methods than the others.",1454,198,11
1129,İTÜ,MECH,"Bu çalışmada; yolcu vagonlarında kullanılan ana enerji absorbe edici elemanın yerine aynı darbe enerjisini absorbe edebilen değişik formda optimum bir ana enerji absorbe edici eleman tasarlanması amaçlanmıştır. Enerji absorbe edici eleman olarak başlangıçta kare ve dairesel kesitli elemanların, ağırlıkları aynı kalmak şartıyla, kalınlıkları 4 ile 8mm ve yüzey eğim açısı da 0 ile 3 derece arasında değiştirilerek elde edilen, kesik koni ve piramit formundaki yapılar kullanılmıştır. Oluşturulan elemanlarının dinamik eksenel yükleme durumundaki deformasyon davranışları sonlu elemanlar analiz yöntemiyle incelenmiştir. Çalışma sonucunda, kalınlık arttıkça kesit azaltılmasına rağmen elemanların daha rijit bir yapıya sahip oldukları görülmüştür. Tüm elemanların enerji absorbe kabiliyetleri ve deformasyon davranışları göz önünde bulundurularak toplam deformasyon verimi en yüksek olan eleman optimum deformasyon elemanı olarak belirlenmiştir.","In this study, an alternative energy absorber element, which has the same capacity of absorbing impact energy, is aimed to be designed and optimized to replace the main energy absorber element currently used in the coaches. Truncated cone and pyramid shaped structures were used as energy absorbing elements after they were obtained from quadratic and circular parts keeping their weights the same with thicknesses between 4-8mm and surface inclination between 0-3 degree. Deformation behaviors of the manufactured elements under dynamic axial loading conditions were investigated using finite element analysis method. According to the results of the analysis, the elements have a more rigid structure as the thickness increase although the cross section is decreased with the increasing thickness. Considering the energy absorbtion capabilities and deformation behaviours of the energy absorbing members, the element with the best total deformation efficiency was determined as the optimum deformation element.",1011,146,6
535,ODTÜ,COMP,"Bu tezde, denizsel taktik eğitim sistemlerinde kullanılacak, HLA'in yardımıyla birbirindenfarklı, çeşitli benzeticileri dağıtık bir ortamda birleştiren fiziksel tabanlı bir modelleme benzeticisiolan NSTMSS'in geliştirilmesi konu alınır. Tezdeki amaç, bir bilgisayar benzetimprogramının içindeki fiziksel modelin geliştirilerek sanal ortamdaki bir geminin hareketlerininsunumunun daha gerçekçi bir gösterimini elde etmektir. Benzetici, daha gerçekçibir görünüm için okyanus dalgaları ve gemi dalgalarını da modelleyecektir. Deniz modeli,4 serbestlik dereceli manevra modeli, ve dalga modeli içermektedir. Benzeticinin gerçekçilikseviyesini artırmak için gerçek hayattan nümerik veriler kullanılmıştır. Tez çalışmasınınsonundaki ürün, NSTMSS'e eklenecek calışması gereken bir bilgisayar programı olmasıgerektiğinden, kodlama ve algoritma ayrıntıları da ele alınmıştır. Dalga modelleri ve fizikselmodeller arasındaki karşılaştırmalar daha iyi bir gerçek zaman performansı için ele alınmıştır. Bu tezin sonucu, 4 serbestlik dereceli modelin NSTMSS'e eklenmesinin, NSTMSS'inöğrencilere manevra yaparlarken daha çok bilgi verebilme kabiliyetini artırmış olduğunugösterir. Tezin görsel yöndeki sonucu ise, dalgaların ve de geminin arkasında bıraktığıdalgaların kullanılmasının çevre algılamasında benzeticiyi bir üst seviyeye taşıdığını dabelirtir.","This thesis addresses the improvement of a physically based modeling simulator NavalSurface Tactical Maneuvering Simulation System (NSTMSS), that combines different simulatorsin a distributed environment by the help of High Level Architecture (HLA), to beused in naval tactical training systems. The objective is to upgrade a computer simulationprogram in which physical models are improved in order to achieve a more realistic movementof a ship in a virtual environment. The simulator will also be able to model the oceanwaves and ship wakes for a more realistic view. The new naval model includes a 4 degreesof freedom (DOF) maneuvering model, and a wave model. The numerical results from reallife are used for modeling purposes to increase the realism level of the simulator. Since theproduct at the end of the thesis work is needed to be a running computer code that canbe integrated into the NSTMSS system, the code implementation and algorithm details arealso covered. The comparisons between the wave models and physical models are evaluatedfor a better real time performance. The result of this thesis shows that the integrationof a 4-DOF realistic ship model to the system improved the capability of NSTMSS to givemore data to the student officers while making maneuvers. The result also indicates thatthe use of waves and ship wakes had taken the simulator to a next level in the environment perception.",1413,222,10
170,SABANCI,ELEC,"Yüksek verimli video kodlama (HEVC) Joint Colloborative Team on Video Coding (JCTTC) tarafından geliştirilen günümüzde kullanılan video sıkıştırma standardıdır. HEVC bir önceki H.264 standardına göre 50% daha iyi performans sağlamaktadır. HEVC bu video sıkıştırma verimini hesaplama karmaşıklığını önemli ölçüde artırarak başarmaktadır. Bu nedenle, bu tezde HEVC video kodlayıcısı için kullanılan ara piksel hassaslığında hareket tahmini (SPME) için düşük karmaşıklıklı HEVC SPME tekniği önerildi. Önerilen tekniği uygulayan yüksek performanslı HEVC SPME donanımı tasarlandı ve gerçeklendi. Ayrıca, HEVC video kodlayıcı ve kod çözücü için bellek bazlı sabit çarpma tekniği kullanan HEVC ara pikselleri oluşturma donanımı tasarlandı ve gerçeklendi. Gelecek video kodlama (FVC) JCTTC tarafından halihazırda geliştirilen yeni bir video sıkıştırma standardıdır. FVC daha fazla hesaplama karmaşıklığı pahasına günümüzde kullanılan HEVC video sıkıştırma standardından daha iyi sıkıştırma verimliliği sunmaktadır. Bu tezde, üç farklı yüksek performanslı FVC 2B dönüşüm donanımı tasarlandı ve gerçeklendi. Önerilen donanımın gerektiği şekilde çalıştığı FPGA'de doğrulandı.","High Efficiency Video Coding (HEVC) is the current stateeffheert video compression standard developed by Joint collaborative team on video coding (JCTTC). HEVC has 50% better compression efficiency than H.264 which is the previous video compression standard. HEVC achieves this video compression efficiency by significantly increasing the computational complexity. Therefore, in this thesis, we proposed a low complexity HEVC subbixel motion estimation (SPME) technique for SPME in HEVC encoder. We designed and implemented a high performance HEVC SPME hardware implementing the proposed technique. We also designed and implemented an HEVC fractional interpolation hardware using memory based constant multiplication technique for both HEVC encoder and decoder. Future Video Coding (FVC) is a new international video compression standard which is currently being developed by JCTTC. FVC offers much better compression efficiency than the stateeffheert HEVC video compression standard at the expense of much higher computational complexity. In this thesis, we designed and implemented three different high performance FVC 2D transform hardware. The proposed hardware is verified to work correctly on an FPGA board.",1213,170,12
94,SABANCI,INDR,"Tedarik zinciri bünyesindeki her firma kendi kârını eniyilemek amacındadır ve bu firmaların çıkarları verimli bir sözleşme ile paralel hale getirilmediği sürece bağımsız kâr eniyileme çabası tedarik zinciri açısından kâr kaybına yol açar. Araştırmacılar, uygun kâr ve risk paylaşımı çerçevesinde tedarik zinciri firmalarının eşgüdümünü sağlamak için pekçok sözleşme modeli geliştirmiştir. Bu modellerin eksiği karar verenlerin rasyonel, sadece kendi çıkarları ile ilgilenen kâr eniyileyiciler olduğunu varsaymalarıdır. İnsan deneklerle yapılmış deneysel çalışmalardan oluşan geniş bir literatür göstermiştir ki karar verenler bunun gibi standart kuramsal beklentilere göre hareket etmemektedir. Bu doktora tezinde insan deneklerle yaptığımız tedarik zinciri karar verme deneylerinin sonuçlarını sunuyoruz. Bir üretici ve bir perakendeciden oluşan, bireysel karar verme yargıları kadar bireyler arası stratejik etkileşimin de denek davranışlarını etkilediği basit bir tedarik zinciri senaryosunda sözleşme tipinin, taahhüt gücünün ve hakkaniyet koşullanmasının sözleşme kararları üzerindeki etkilerini inceliyoruz. Denek kararlarının kuramsal beklentilerden anlamlı olarak saptığını gösteriyoruz. Bu sapmalara neden olan faktörleri kapsayan yeni analitik modeller geliştiriyoruz. Başka bir deneysel çalışmada gazeteci çocuk kararlarında kadın ve erkek farklarını çalışıyoruz. Son olarak sözleşme kararları ve değişik kişilik özellikleri arasında bir ilişkiyi araştırıyoruz.","Each firm within a supply chain aims to maximize its own profit and unless the incentives of these firms are aligned through an efficient contract, individual profit maximization results in suboptimal performance for the supply chain. Researchers have developed a large number contracting models in order to coordinate the decisions of supply chain members through an appropriate allocation of profit and risk. The shortcoming of these models is that they presume decision makers are rational and selffnterested profit maximizers. An extensive literature of experimental studies with human subjects reveal that decision makers do not conform to such standard theoretical expectations. In this dissertation, we conduct and report the findings of decisionnaking experiments with human subjects in a supply chain setting. We investigate the effects of contract type, power of commitment and fairness priming on contracting decisions in a oneeanufacturerrneeetailer scenario, where individual decision biases as well as strategic interaction affect subject behavior. We find significant deviations in subject decisions from theoretical predictions. We develop analytical models to incorporate the behavioral factors that cause these deviations. In another experimental work, we study gender differences in newsvendor decisions. Finally, we investigate the relation between contracting decisions and various personality traits.",1422,198,11
614,ODTÜ,COMP,"Görsel tanıma alanında kullanılan doğal görüntü veri kümeleri sıklıkla veri kümesi içerisindeki sınıf kategorileri arasındaki örnek sayısı bakımından dengesiz durumdadır. Sınıf dengesizliği olarak tanımlanan bu problem, bu veri kümeleri ile eğitilen derin öğrenme modellerinin az temsil edilen sınıflarda idealin altında performans göstermesine sebep olur. Bu problemin çözülmesi için yeniden örnekleme, yeniden kayıp fonksiyonu ağırlıklandırma ve çeşitli kalibrasyon yöntemleri gibi genellikle temel etken olarak örnek sayısını kullanılıp diğer etkenler ihmal edilmektedir. Bu tezde bir veri kümesi içerisindeki model performasının veri kümesi içerisindeki örnek sayısı ile birlikte sınıf kategorilerinin bireysel zorluğuna da bağlı olduğu savunuyoruz. Bu zorluk düşüncesini iç boyut (İB) kavramını kullanarak ifade ediyoruz ve bir veri kümesi içerisinde İB hesaplanmasında kullanılan farklı tanımları ve stratejilerini araştırıyoruz. İç boyut ve sınıf dengesizliği arasındaki ilişkiyi araştırıyoruz. Son olarak, sınıf İB tahminlerini kullanarak MNISTTT, CIFAR-10-LT ve CIFAR-100-LT uzunnuyruklu doğal görüntü kümelerinde sınıf dengesizliği azaltma deneylerimizde elde ettiğimiz sonuçları sunuyoruz.","Natural image datasets used in the field of visual recognition are often imbalanced in terms of the number of samples between class categories in the dataset. This problem, defined commonly as class imbalance, results in subbptimal performance on these underrepresented classes for deep learning models which are trained with such datasets. Attempts to remedy this problem include reeampling, loss reeeighting and other calibration methods which generally use the number of samples as the primary factor in their mitigation strategy, ignoring other factors. In this thesis, we argue that model performance in a dataset depends on the difficulty of individual class categories as well as the number of samples present in the dataset. We use the concept of intrinsic dimensionality to express this idea of difficulty and explore the different definitions and estimation strategies for calculating ID inside a dataset. We further investigate the relationship between ID and class imbalance. Lastly, we report our results on using class ID estimation for class imbalance mitigation on longgailed variations of natural image datasets -- MNISTTT, CIFAR-10-LT and CIFAR-100-LT.",1170,175,8
1903,BİLKENT,COMP,"Tüm Genom Hizalama Problemi (WGA), ̈ozellikle pangenom oluşturma bağlamında genomik alanında önemli bir zorluktur. Burada, düğümlerinde hem mekansal hem de alfabetik bilgileri bir araya getiren yeni bir indeksleme yapısı olan Almaşık Lyndon Faktörizasyon Ağacı (ALFAğacı) öneriyoruz. ALFAğacı, büyük DNA dizileri hakkında bilgi depolamak ve geri almak için etkili bir araçtır. Belirli bir DNA dizisinden ALFAğacını oluşturmak için Idoneous adını verdiğimiz bir algoritma sunuyoruz. Algoritma, belirli boyutlardaki aralıkları oluşturarak, bu aralıklar içinde eşleşmeleri belirleyerek ve hizalama işlemleri aracılığıyla bir doğrulama kontrolü gerçekleştirerek çalışır. Algoritma verimli ve ölçeklenebilir olduğundan, WGA için değerli bir araçtır. ALFAğacının önemli özellikleri şunlardır: 1) büyük DNA dizilerini depolamak için kompakt ve verimli bir veri yapısı; 2) belirli bir DNA dizisinin belli bölgeleri hakkında bilgiyi etkili bir şekilde geri alabilme; 3) hem mekansal hem de alfabetik bilgilere uyum sağlama yeteneği; ve 4) büyük DNA dizilerine ölçeklenebilme. Farklı genomlardaki deneysel sonuçlarımız, parametre seçimlerinin kapsama ve benzerlik üzerindeki etkilerini vurgulamaktadır. Idoneous, kapsama açısından rekabetçi bir performans sergilemekte ve farklı hizalama senaryoları için hassasiyet ve özgüllük ayarlamasında esneklik sağlamaktadır. ALFAğacı, WGA algoritmalarının performansını önemli ölçüde artırma potansiyeline sahiptir. ALFAğacının genomik alanına değerli bir katkı olduğuna inanıyor ve araştırmacıların keşif hızını hızlandırmak için kullanmasını umuyoruz.","The Whole Genome Alignment Problem (WGA) is an important challenge in the field of genomics, especially in the context of pangenome construction. Here we propose a novel indexing structure called the Alternating Lyndon Factorization Tree (ALFTree), which incorporates both spatial and lexicographical information within its nodes. The ALFTree is a powerful tool for WGA, as it can efficiently store and retrieve information about large DNA sequences. We present an algorithm, namely Idoneous, specifically designed to construct the ALFTree from a given DNA sequence. The algorithm works by generating intervals of specific sizes, identifying matches within these intervals, and performing a sanity check through alignment procedures. The algorithm is efficient and scalable, making it a valuable tool for WGA. Some of the key features of the ALFTree are 1) compact and efficient data structure for storing large DNA sequences; 2) efficient retrieval of information about specific regions of a DNA sequence; 3) ability to handle both spatial and lexicographical information; and 4) scalability to large DNA sequences. Our experimental results on different genomes highlight the effects of parameter selections on coverage and identity. Idoneous demonstrates competitive performance in terms of coverage and provides flexibility in adjusting sensitivity and specificity for different alignment scenarios. The ALFTree has the potential to significantly improve the performance of WGA algorithms. We believe that the ALFTree is a valuable contribution to the field of genomics, and we hope that it will be used by researchers to accelerate the pace of discovery.",1658,245,12
725,ODTÜ,COMP,"Teknolojinin sunduğu imkânlar sayesinde resim ve video verisi üretimi, paylaşımı ve yayımı mevcut görsel verinin çok hızlı artmasını sağlamıştır. Ancak, mevcut veri, etkin erişim imkânları sunulmaması durumunda kullanılamaz olmaktadır ki, bu da görsel verinin mantıksal analizini zorunlu kılmaktadır. Bu doktora tezinde, yeni bir görsel analiz sistemi ve bunun resim verilerinin sınıflandırılması problemine uygulanması sunulmaktadır. Biz bu çalışma ile araştırma alanında mantıksal boşluktan kaynaklanan problemlere çözüm bulmak ve resimlerden yüksekküzeyde anlamsal bilgi çıkarım çalışmalarına katkı sağlamayı amaçlamaktayız. Bizim sistemimiz mevcut çalışmalardan farklı olup, araştırma alanına pek çok açıdan katkı sağlamaktadır: Entegre edilmiş yeni bir görsel analiz sistemi, sınıflandırıcı öğretiminde yeni bir bulanık öğrenme metodu, yeni bir üst düzey füzyon ve yeni bir BOW modeli, bu tez ile ortaya konan katkılardan bazılarıdır. Ortak veri setleri üzerinde yapılan testler, bizim yaklaşımlarımızın resim sınıflandırmasında önemli performans artışı sağladığını göstermektedir.","Possibilities offered by the technology to create, share and disseminate image and video data have resulted in a rapid increase in the available visual data. However, the data is useless unless it is effectively accessed, which necessitates the semantic analysis of visual data. In this dissertation, we present a novel visual analysis system along with its application to image classification problem. We aim to address the challenges in the area originated from the semantic gap, and to facilitate the research efforts in the extraction of highhevel semantic information from images. Our system differs from existing works, and contributes to the area in several aspects: A complete visual analysis system in an integrated architecture, a novel fuzzy learning approach in classifier training, a unique feature weighting scheme, a probabilistic classification method, a new highhevel classifier fusion, and a new baggffords model are some of the key contributions introduced in this dissertation. The experiments conducted on benchmark datasets have shown that our approaches can significantly improve the performance in image classification.",1143,169,7
